RSSE,select,1,4096,128,2356.8,7.87,131072
RSSE,select,2,4096,128,4023.4,16.67,65536
RSSE,select,3,4096,128,5864.4,18.28,65536
RSSE,select,4,4096,128,7071.8,20.63,65536
RSSE,select,5,4096,128,8881.8,65.27,32768
RSSE,select,6,4096,128,11103.2,24.58,32768
RSSE,select,7,4096,128,11303.2,10.90,32768
RSSE,select,8,4096,128,12655.8,26.67,32768
RSSE,select,9,4096,128,14433.1,24.75,32768
RSSE,select,10,4096,128,15436.5,177.79,16384

RSSE,select,1,8192,256,5124.6,15.93,65536
RSSE,select,2,8192,256,7695.2,14.76,32768
RSSE,select,3,8192,256,10813.7,59.69,32768
RSSE,select,4,8192,256,12537.9,38.91,32768
RSSE,select,5,8192,256,16072.6,41.41,16384
RSSE,select,6,8192,256,18789.5,39.31,16384
RSSE,select,7,8192,256,20395.4,69.37,16384
RSSE,select,8,8192,256,23156.2,43.32,16384
RSSE,select,9,8192,256,26791.6,71.19,16384
RSSE,select,10,8192,256,31580.6,79.86,8192

RSSE,select,1,16384,512,10181.4,55.95,32768
RSSE,select,2,16384,512,14739.7,45.40,32768
RSSE,select,3,16384,512,20832.6,117.94,16384
RSSE,select,4,16384,512,23307.0,70.35,16384
RSSE,select,5,16384,512,32031.9,168.68,8192
RSSE,select,6,16384,512,36725.4,95.27,8192
RSSE,select,7,16384,512,45482.0,75.24,8192
RSSE,select,8,16384,512,48745.2,98.92,8192
RSSE,select,9,16384,512,53830.5,140.10,8192
RSSE,select,10,16384,512,59787.9,95.28,8192

RSSE,select,1,32768,1024,31704.9,210.37,8192
RSSE,select,2,32768,1024,46314.8,136.00,8192
RSSE,select,3,32768,1024,56994.4,235.05,8192
RSSE,select,4,32768,1024,72625.3,2269.67,4096
RSSE,select,5,32768,1024,83675.6,394.81,4096
RSSE,select,6,32768,1024,98538.8,198.42,4096
RSSE,select,7,32768,1024,110351.9,424.01,4096
RSSE,select,8,32768,1024,128559.4,407.04,2048
RSSE,select,9,32768,1024,141453.1,241.55,2048
RSSE,select,10,32768,1024,157169.3,316.05,2048

RSSE,select,1,65536,2048,80281.5,494.27,4096
RSSE,select,2,65536,2048,119451.5,246.40,4096
RSSE,select,3,65536,2048,147288.6,267.92,2048
RSSE,select,4,65536,2048,177167.1,103.71,2048
RSSE,select,5,65536,2048,204905.6,222.92,2048
RSSE,select,6,65536,2048,229473.7,3227.57,2048
RSSE,select,7,65536,2048,262803.5,320.32,1024
RSSE,select,8,65536,2048,288381.9,211.16,1024
RSSE,select,9,65536,2048,311616.5,466.26,1024
RSSE,select,10,65536,2048,330305.0,662.45,1024

RSSE,select,1,131072,4096,206903.7,424.97,2048
RSSE,select,2,131072,4096,272060.9,436.06,1024
RSSE,select,3,131072,4096,321932.5,614.32,1024
RSSE,select,4,131072,4096,377550.3,647.74,1024
RSSE,select,5,131072,4096,437607.8,1100.05,1024
RSSE,select,6,131072,4096,509304.7,685.66,512
RSSE,select,7,131072,4096,558624.7,1033.69,512
RSSE,select,8,131072,4096,621460.4,879.10,512
RSSE,select,9,131072,4096,681906.0,838.16,512
RSSE,select,10,131072,4096,714275.1,589.98,512

RSSE,select,1,262144,8192,426681.3,207.47,1024
RSSE,select,2,262144,8192,545743.0,1160.23,512
RSSE,select,3,262144,8192,633388.7,1200.54,512
RSSE,select,4,262144,8192,743857.6,351.85,512
RSSE,select,5,262144,8192,854117.0,1096.25,512
RSSE,select,6,262144,8192,980489.7,950.81,256
RSSE,select,7,262144,8192,1079520.1,1117.70,256
RSSE,select,8,262144,8192,1189127.6,266.59,256
RSSE,select,9,262144,8192,1301429.8,1333.14,256
RSSE,select,10,262144,8192,1413013.8,2461.37,256

RSSE,select,1,524288,16384,873219.8,2241.10,512
RSSE,select,2,524288,16384,1060998.2,819.96,256
RSSE,select,3,524288,16384,1316024.7,701.57,256
RSSE,select,4,524288,16384,1556074.2,1945.03,256
RSSE,select,5,524288,16384,1755354.1,1799.56,256
RSSE,select,6,524288,16384,1986950.7,4091.21,128
RSSE,select,7,524288,16384,2194237.3,5839.43,128
RSSE,select,8,524288,16384,2431499.8,3345.86,128
RSSE,select,9,524288,16384,2637690.2,957.19,128
RSSE,select,10,524288,16384,2843300.3,3557.09,128

RSSE,select,1,1048576,32768,1713238.7,3603.62,256
RSSE,select,2,1048576,32768,2244887.9,3013.60,128
RSSE,select,3,1048576,32768,2510222.4,3881.82,128
RSSE,select,4,1048576,32768,2971730.0,3240.57,128
RSSE,select,5,1048576,32768,3410511.6,7329.82,128
RSSE,select,6,1048576,32768,3843630.9,4157.63,128
RSSE,select,7,1048576,32768,4258823.9,1166.99,64
RSSE,select,8,1048576,32768,4719926.4,5647.22,64
RSSE,select,9,1048576,32768,5115585.8,8956.22,64
RSSE,select,10,1048576,32768,5606803.9,8695.84,64

RSSE,select,1,2097152,65536,3708052.4,57612.04,128
RSSE,select,2,2097152,65536,4390502.2,3887.87,64
RSSE,select,3,2097152,65536,5289867.3,8097.90,64
RSSE,select,4,2097152,65536,6463111.6,5258.99,64
RSSE,select,5,2097152,65536,7118142.3,5897.71,64
RSSE,select,6,2097152,65536,8003047.5,10039.08,32
RSSE,select,7,2097152,65536,8910050.0,6956.52,32
RSSE,select,8,2097152,65536,9784906.3,3238.93,32
RSSE,select,9,2097152,65536,10673328.4,9930.60,32
RSSE,select,10,2097152,65536,11523083.8,23856.20,32

RSSE,select,1,4096,128,4767.8,11.09,65536
RSSE,select,2,4096,128,7418.3,9.77,65536
RSSE,select,3,4096,128,10222.4,42.70,32768
RSSE,select,4,4096,128,13464.2,76.05,32768
RSSE,select,5,4096,128,15248.9,19.77,32768
RSSE,select,6,4096,128,17680.2,48.14,16384
RSSE,select,7,4096,128,19336.1,45.97,16384
RSSE,select,8,4096,128,23715.8,41.21,16384
RSSE,select,9,4096,128,28251.3,77.93,16384
RSSE,select,10,4096,128,29446.9,56.45,16384

RSSE,select,1,8192,256,9699.5,30.41,32768
RSSE,select,2,8192,256,14427.3,36.11,32768
RSSE,select,3,8192,256,20300.2,91.35,16384
RSSE,select,4,8192,256,25013.9,71.79,16384
RSSE,select,5,8192,256,31449.5,190.37,8192
RSSE,select,6,8192,256,34039.7,361.72,8192
RSSE,select,7,8192,256,41993.8,139.52,8192
RSSE,select,8,8192,256,48052.3,85.30,8192
RSSE,select,9,8192,256,54321.2,232.21,8192
RSSE,select,10,8192,256,58504.9,86.58,8192

RSSE,select,1,16384,512,22451.7,136.28,16384
RSSE,select,2,16384,512,34128.1,143.64,8192
RSSE,select,3,16384,512,47913.8,111.91,8192
RSSE,select,4,16384,512,57957.8,159.84,8192
RSSE,select,5,16384,512,67748.4,445.52,4096
RSSE,select,6,16384,512,81700.2,195.82,4096
RSSE,select,7,16384,512,94827.0,109.67,4096
RSSE,select,8,16384,512,106820.5,278.89,4096
RSSE,select,9,16384,512,120356.4,255.56,4096
RSSE,select,10,16384,512,128460.3,262.94,2048

RSSE,select,1,32768,1024,72091.9,232.47,4096
RSSE,select,2,32768,1024,99531.5,1356.07,4096
RSSE,select,3,32768,1024,129958.7,163.61,2048
RSSE,select,4,32768,1024,158529.9,236.69,2048
RSSE,select,5,32768,1024,180552.8,234.72,2048
RSSE,select,6,32768,1024,204310.1,279.67,2048
RSSE,select,7,32768,1024,230190.3,331.63,2048
RSSE,select,8,32768,1024,262722.1,331.28,1024
RSSE,select,9,32768,1024,281432.3,582.28,1024
RSSE,select,10,32768,1024,302679.1,468.95,1024

RSSE,select,1,65536,2048,171529.8,369.20,2048
RSSE,select,2,65536,2048,237990.7,236.85,2048
RSSE,select,3,65536,2048,283762.1,454.15,1024
RSSE,select,4,65536,2048,326844.3,329.84,1024
RSSE,select,5,65536,2048,389549.9,411.84,1024
RSSE,select,6,65536,2048,431750.3,459.37,1024
RSSE,select,7,65536,2048,489029.5,576.33,512
RSSE,select,8,65536,2048,540695.3,268.35,512
RSSE,select,9,65536,2048,594386.1,836.04,512
RSSE,select,10,65536,2048,653830.3,10817.02,512

RSSE,select,1,131072,4096,367182.4,7635.13,1024
RSSE,select,2,131072,4096,544482.0,32841.24,512
RSSE,select,3,131072,4096,604393.6,20136.45,512
RSSE,select,4,131072,4096,721290.6,10828.91,512
RSSE,select,5,131072,4096,870550.9,40626.26,512
RSSE,select,6,131072,4096,915707.0,894.25,512
RSSE,select,7,131072,4096,1032700.6,2140.73,256
RSSE,select,8,131072,4096,1133896.8,1710.69,256
RSSE,select,9,131072,4096,1222014.2,2566.52,256
RSSE,select,10,131072,4096,1392441.4,23375.33,256

RSSE,select,1,262144,8192,746039.0,20435.93,512
RSSE,select,2,262144,8192,1014141.8,16830.39,256
RSSE,select,3,262144,8192,1230987.7,23629.77,256
RSSE,select,4,262144,8192,1440374.3,24248.44,256
RSSE,select,5,262144,8192,1613846.0,669.86,256
RSSE,select,6,262144,8192,1807409.5,1630.12,256
RSSE,select,7,262144,8192,2001916.2,782.90,128
RSSE,select,8,262144,8192,2243341.3,1091.58,128
RSSE,select,9,262144,8192,2416493.0,3062.55,128
RSSE,select,10,262144,8192,2617197.4,3282.36,128

RSSE,select,1,524288,16384,1575603.2,3531.13,256
RSSE,select,2,524288,16384,2066328.2,5866.18,128
RSSE,select,3,524288,16384,2469009.5,2692.50,128
RSSE,select,4,524288,16384,2909654.9,2329.87,128
RSSE,select,5,524288,16384,3310653.7,2909.74,128
RSSE,select,6,524288,16384,3709896.7,6952.14,128
RSSE,select,7,524288,16384,4154892.3,9137.12,64
RSSE,select,8,524288,16384,4564102.8,3556.02,64
RSSE,select,9,524288,16384,5008247.8,12078.58,64
RSSE,select,10,524288,16384,5432264.1,8997.98,64

RSSE,select,1,1048576,32768,3262718.0,31626.31,128
RSSE,select,2,1048576,32768,3831784.7,43981.89,128
RSSE,select,3,1048576,32768,4943572.8,6823.61,64
RSSE,select,4,1048576,32768,5794982.5,7486.42,64
RSSE,select,5,1048576,32768,6619794.5,96290.44,64
RSSE,select,6,1048576,32768,7409242.5,41894.71,64
RSSE,select,7,1048576,32768,8149745.3,8857.97,32
RSSE,select,8,1048576,32768,9029280.3,18324.33,32
RSSE,select,9,1048576,32768,9907630.6,147523.57,32
RSSE,select,10,1048576,32768,10652776.9,71577.34,32

RSSE,select,1,2097152,65536,6767404.4,15475.22,64
RSSE,select,2,2097152,65536,7978150.9,7145.15,32
RSSE,select,3,2097152,65536,9628468.4,7758.51,32
RSSE,select,4,2097152,65536,11392225.0,15352.55,32
RSSE,select,5,2097152,65536,13047302.5,38910.44,32
RSSE,select,6,2097152,65536,14750254.4,28296.76,32
RSSE,select,7,2097152,65536,16436703.1,13023.51,16
RSSE,select,8,2097152,65536,18132332.5,5898.53,16
RSSE,select,9,2097152,65536,19809560.6,18184.93,16
RSSE,select,10,2097152,65536,21753576.3,31900.99,16

RSSE,rank,1,2097152,65536,1376346.9,2854.96,256
