# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:27:59+0100
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:32:08+0100
SortedArray alpha = 0.25, 1048576,    216604565.0,  948468.51,          2
SearchTree alpha = 0.25,  1048576,    108387450.0,  550727.87,          4
OtherArray alpha = 0.25,  1048576,    102357715.0,  463107.76,          4

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:32:26+0100
SortedArray alpha = 0.25, 1048576,    216515690.0,  888953.31,          2
SearchTree alpha = 0.25,  1048576,    107332420.0,  412160.59,          4
OtherArray alpha = 0.25,  1048576,    102381127.6, 1619222.58,          4

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:32:45+0100
SortedArray alpha = 0.25, 2097152,    459909990.0, 1713832.19,          2
SearchTree alpha = 0.25,  2097152,    216857190.1, 1033957.23,          2
OtherArray alpha = 0.25,  2097152,    212437450.0,  659410.39,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:33:05+0100
SortedArray alpha = 0.25, 2097152,    455679150.1,  707960.26,          2
SearchTree alpha = 0.25,  2097152,    297965180.0, 1501744.98,          2
OtherArray alpha = 0.25,  2097152,    213040505.0,  480079.66,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:33:26+0100
SortedArray alpha = 0.25, 2097152,    455819245.0, 1512868.72,          2
SearchTree alpha = 0.25,  2097152,    241593440.0, 1486660.20,          2
OtherArray alpha = 0.25,  2097152,    211749810.0,  358970.70,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:33:46+0100
SortedArray alpha = 0.25, 2097152,    458085819.9, 1285946.01,          2
SearchTree alpha = 0.25,  2097152,    218818910.0,  757542.20,          2
OtherArray alpha = 0.25,  2097152,    212088790.0,  939397.23,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:34:06+0100
SortedArray alpha = 0.25, 2097152,    457836505.0, 1652758.50,          2
SearchTree alpha = 0.25,  2097152,    248856200.0,  903963.06,          2
OtherArray alpha = 0.25,  2097152,    211490760.0,  874672.19,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:34:28+0100
SortedArray alpha = 0.25, 4194304,    989177765.0, 1761386.63,          2
SearchTree alpha = 0.25,  4194304,    618592515.1, 1726639.54,          2
OtherArray alpha = 0.25,  4194304,    442947005.0, 2387839.63,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:35:14+0100
SortedArray alpha = 0.25, 4194304,    989649525.0, 1743273.49,          2
SearchTree alpha = 0.25,  4194304,    541339330.0, 1946952.76,          2
OtherArray alpha = 0.25,  4194304,    441562969.9, 4130682.74,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:35:58+0100
SortedArray alpha = 0.25, 4194304,    988727355.0, 2370529.30,          2
SearchTree alpha = 0.25,  4194304,    530137060.1, 1947023.15,          2
OtherArray alpha = 0.25,  4194304,    445365945.0, 1843394.68,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:36:43+0100
SortedArray alpha = 0.25, 4194304,    986531830.0, 2885112.60,          2
SearchTree alpha = 0.25,  4194304,    601393430.0, 1851010.12,          2
OtherArray alpha = 0.25,  4194304,    440777680.0, 1607649.54,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:37:28+0100
SortedArray alpha = 0.25, 4194304,    990699190.1, 2126754.03,          2
SearchTree alpha = 0.25,  4194304,    644346290.0, 2192094.32,          2
OtherArray alpha = 0.25,  4194304,    439484555.0,  959846.55,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:38:19+0100
SortedArray alpha = 0.25, 8388608,   2064658230.0, 9965670.19,          2
SearchTree alpha = 0.25,  8388608,    960846969.9, 2672799.90,          2
OtherArray alpha = 0.25,  8388608,    902503605.0, 7987489.52,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:39:49+0100
SortedArray alpha = 0.25, 8388608,   2057770935.0, 7996743.60,          2
SearchTree alpha = 0.25,  8388608,    962719805.0, 1696279.05,          2
OtherArray alpha = 0.25,  8388608,    872947230.0, 3126509.72,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:41:18+0100
SortedArray alpha = 0.25, 8388608,   2059193670.0, 9873307.41,          2
SearchTree alpha = 0.25,  8388608,    981279349.9, 1964032.38,          2
OtherArray alpha = 0.25,  8388608,    885952425.0, 8087875.18,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:42:46+0100
SortedArray alpha = 0.25, 8388608,   2066350775.1, 5636037.80,          2
SearchTree alpha = 0.25,  8388608,   1076404930.0, 14439817.46,          2
OtherArray alpha = 0.25,  8388608,    891317770.0, 2287348.55,          2

# OS:   Windows 10; 10.0; amd64
# JVM:  Oracle Corporation; 1.8.0_181
# CPU:  Intel64 Family 6 Model 142 Stepping 10, GenuineIntel; 8 "cores"
# Date: 2019-12-15T20:44:19+0100
SortedArray alpha = 0.25, 8388608,   2059475960.0, 9139960.78,          2
SearchTree alpha = 0.25,  8388608,    976159325.0, 2086700.36,          2
OtherArray alpha = 0.25,  8388608,    873574190.1, 3087122.97,          2

