OtherArray,1,524288,48058086.3,593713.09,8
OtherArray,2,524288,47653815.0,100256.84,8
OtherArray,3,524288,47492727.5,125916.20,8
OtherArray,4,524288,48180120.0,166443.93,8
OtherArray,5,524288,47470922.5,201903.81,8
OtherArray,6,524288,48049215.0,259356.07,8
OtherArray,7,524288,47424223.8,218674.19,8
OtherArray,8,524288,47536080.0,146950.65,8
OtherArray,9,524288,47430196.3,125294.58,8
OtherArray,10,524288,47351211.3,195166.93,8
OtherArray,11,524288,47825671.3,109067.19,8
OtherArray,12,524288,47329353.8,153563.78,8
OtherArray,13,524288,47284878.8,143201.80,8
OtherArray,14,524288,47469040.0,246681.62,8
OtherArray,15,524288,47637741.3,148179.72,8
OtherArray,16,524288,47468990.0,171065.13,8
OtherArray,17,524288,47718583.8,212485.05,8
OtherArray,18,524288,47576867.5,148319.38,8
OtherArray,19,524288,47792416.3,270826.93,8
OtherArray,20,524288,47936477.5,142239.47,8
OtherArray,21,524288,47951793.8,514847.67,8
OtherArray,22,524288,47737115.0,182684.28,8
OtherArray,23,524288,47923572.5,156288.79,8
OtherArray,24,524288,47764728.8,125218.70,8
OtherArray,25,524288,47839787.5,236712.09,8
OtherArray,26,524288,47944898.8,93046.26,8
OtherArray,27,524288,48122773.8,519793.31,8
OtherArray,28,524288,47693631.3,116599.45,8
OtherArray,29,524288,47772547.5,187342.81,8
OtherArray,30,524288,47816303.8,156156.40,8
OtherArray,31,524288,48150815.0,151322.43,8
OtherArray,32,524288,48204690.0,139043.69,8
OtherArray,33,524288,48551021.3,1017885.46,8
OtherArray,34,524288,48029781.3,130062.88,8
OtherArray,35,524288,48641342.5,575245.16,8
OtherArray,36,524288,48244707.5,306243.29,8
OtherArray,37,524288,48470812.5,189831.57,8
OtherArray,38,524288,48434962.5,125457.27,8
OtherArray,39,524288,48652705.0,176441.40,8
OtherArray,40,524288,48803822.5,239869.28,8
OtherArray,41,524288,48614040.0,372080.64,8
OtherArray,42,524288,48773297.5,255965.54,8
OtherArray,43,524288,48887227.5,284344.28,8
OtherArray,44,524288,48630553.8,207759.06,8
OtherArray,45,524288,49090085.0,262842.27,8
OtherArray,46,524288,48742685.0,163070.60,8
OtherArray,47,524288,49010521.3,386115.51,8
OtherArray,48,524288,48961410.0,222157.84,8
OtherArray,49,524288,49071690.0,286856.83,8
OtherArray,50,524288,49041965.0,191866.09,8
